Training Loss,Valid Loss,Valid correlation
0.8406452133848861,0.8449887005906356,0.35524844917110398
0.7232389546729423,0.8316638626550373,0.3632840112418428
0.6788247378667196,0.805802445662649,0.3635709567534582
0.8512210241846137,0.8439260313385412,0.35120138233174123
0.8511344629365045,0.867671295216209,0.375724628911838383
