Training Loss,Valid Loss,Valid correlation
0.22127624037297997,0.48381453281954717,0.8890992664438134
0.2288421771010837,0.5276365044869875,0.8553774187358621
0.2294089905420939,0.47725297745905426, 0.8811885894003877
0.22899446696848483,0.46535233447426244,0.8924634955741249
0.23033669893000577,0.5044068537260357, 0.875521177933844
