Training Loss,Valid Loss,Valid correlation
0.5007493145562507,0.8227271312161496,0.660151554423288
0.4871889928708205,0.8829885564352337,0.5914640301205456
0.5411155923900989,0.8245493302474151, 0.631904677528392
0.5073328046379862,0.8090213027439619,0.6681712861690057
0.5624645489293176,0.8562739413035544,0.6807563789969066
